,NU_INSCRICAO,NU_NOTA_MT
856,18cc562b243cac2c8f6e88260ee7de9345e511da,509.612
857,e300b2071c31c00ccce1ed056a9ba5cef3257509,431.685
858,b8574cdb72d7c948c3c536501930f4998cefc5f8,502.455
859,7ca98c72cdf85704e7b3a4380c875482b6ad82ec,551.353
860,642d4d14f3a42c4c70371c9e647d87c350756dfa,634.71
861,5274f6ec4abf32eaab809472f94c2ccbf7cd1b44,481.626
862,6047a4238c87b04f722c0bf2705289ab82c0ffd6,474.774
863,c2cbe6a23cc008611e77294497830f9e92e8bc97,632.307
864,8635319581b84dab491c5ebbb9f2527208044d6a,427.19
865,393aac47666d86df377cf029a6e4405d58ee8865,481.626
866,7c57d6e43c628184d269344c670fa6ed8596ec86,481.626
867,baa3231770de496cd7901551292411fcd175d6a5,457.395
868,deedf4f96c04de5d73e84bf87eb67e07de11df96,481.626
869,4bf785c67b51c1b629cb1e3f2f3b977efebd9a05,419.379
870,4a2ab5dfbbfaa5c1aa85487050b2bb4f6f6e2229,472.565
871,9306c48c3b1941bdc4639843294326772caec025,550.686
872,4d911ccccddde4e30483e3f79293bc0c936176ea,516.234
873,c196ee2052027994534830c4326b3f636f1b74d2,469.968
874,915efb3607fea8a03fd1edb816c912cc537edb9b,544.333
875,ac1df349db67d05cd3b442fc71eec050caee4525,472.81
876,0f3c9e3a3a04bceae80f3e5367e64516e6ef5ed8,481.626
877,603c228e78a4706ed100c1c07c76ecc13288425d,480.362
878,118799dfc52115ba91843fd2c77400493a8c2720,538.495
879,23b99de44a07ea38f827ad0714169bae4bcc8711,527.156
880,895b5ffe20d0f0f2dda0c350b87b6f72519bd626,489.69
881,aec4c0beeb85804832670209b2184df3b3c600ce,395.56
882,ccab52a527f2b492e0e65c70afb5266c53351197,481.626
883,1f92470fe8137bcc16059dff0384cde43e2db448,593.773
884,3dcbf6f39004474343ddb2cf52cd58ede4aad3c2,501.601
885,a62072894278c7e7aab0c7239d2ef25e259c9849,394.608
886,d4ea760a67ed0ba257c76fd9a197708642e8bc62,506.2
887,9f56aea741a82168d02d038c0575cc392237000f,481.626
888,53e74317befbb39e2f5c738c306fc6d34aaa192c,483.84
889,2c9618dd62fda981e539fca57ee3be6b6de870ae,406.358
890,8500865acd482736233a43a6b616705bec5928dc,463.864
891,ff1e071446d5f6c03e9cf20cfe0476a4db8627ac,441.196
892,fe1d5e20196d946c045d658dbd81de762c858bba,547.407
893,0fed213d36822ff189430e3b844e420b84783559,446.0
894,6b1071436aa5429f5ca0f6603454282e572d5ec2,455.642
895,701b94e2722c3bccbd419973779c74cd901cbb49,537.468
896,e1e0f0d959f4966498b7cd1b8aabab29bd90c7f7,414.316
897,40272b7b6944953d19441f3d11db1ca6259036c7,512.966
898,3aa252c007ed0bbafa2ace65310083a6d48e6ebe,495.075
899,ae5b05ce0d8d567328db7bf3b32947fecef73870,481.626
900,2da6c6fcffd9bd22e13a8717b62ad8b7eb4381e1,396.883
901,189c4106bf1678e12e9891b3688337a22f2f611d,481.626
902,ad1a5a001fb410e949c882c3cefcaf88311f6fa8,430.802
903,57aad26f657f508f28e7a4c7d8917a985a54b44f,405.321
904,61df053a75707ec0fd8e8cbe49f5bb79e7d20328,532.303
905,204da37333efada9bd5864510185eb8c4d41fe48,481.626
906,69ad43874be3091574f051ca334483f5953a7e37,481.626
907,f212e61eadee0388447fd7aa71a63b5b231ec46a,430.217
908,08bda823dfcbcbe45c46e6666268434b54a875c7,437.819
909,a1e1b1477bc37f3aaf4359bdef31cab9f8d4fffa,471.722
910,e50870ccda7ec32760ee23f08e9c9dbf0288f47d,573.238
911,067c07859139fba60b96329bbba80fed79ed9535,542.924
912,7355cdb97afc51c0d4fb1895d407adc1a826130b,425.581
913,3c69a9f903494bc62eab1f114782bf8eb8380e95,482.12
914,2189f7079585e9c5036b0cc92a1c7dc065aae1a8,481.626
915,74aaf71b443f1ced65fd4c071acc0b5fe9079b97,441.614
916,f6b570f463b91beb332e1e5be09838dea7214790,385.328
917,cfa20d03b8d493eb00a3e91d3dd0f93573e625f7,562.597
918,23f42cbb61a06a505bc0fb98585945008f83f1cf,457.857
919,1b148ac62bb092fc8e1b5340ac12924dba7d3715,449.273
920,a714da15af9873f1ef20fae52901a9ac1d8ade35,476.548
921,1db7ee0e01a793bac520aa333f51e963caa92d4e,481.626
922,6c45e7e2a9578ff4887d8bc05ca5ab4faed336ed,524.618
923,0002c409e1ee2353dbff680d9a7e77a5f0b50a94,485.684
924,46eefba83d46b5adb275c69224fe09fb630d5358,572.54
925,f571bde7cea96e93003f7883f1b9850f96fe9c6a,528.358
926,e248d194082a8831734a6e3a34a58f6aaf5039d9,432.079
927,e386f7846ab26c3732b27921dafef4c7d9e5f7a5,481.626
928,3490b0c6fb958daf5fb36d327ba17d34ed8abd90,448.742
929,eb43926f5b09278e6bf0d34a2440bc8670244656,446.918
930,893adc250ec2d94bf7fee352c7c17cb765d333b6,475.734
931,25ce5386c14ad7d2b09b2b8ea40f60a5bd83570d,430.758
932,21e7c065af2be78876ed12d2efa20420080f6275,462.386
933,4a8387ab4e484323ab4c1685f2cb2385b2a42ee4,460.095
934,972908d6e89a97159ccb1dd1d4892cb970cae6a2,475.486
935,685b9a65ae48916267ab7503f8f55a3a466abd77,596.103
936,8064c6c452997eb96ae79e2d5d3c348581e78b14,598.24
937,8605485ed65313a27e96f467456f1a53f1107500,498.264
938,768fc57d371dec37913eb51f11818650d83b7e63,468.605
939,9ddd5a166c6c32e390e4f439437e444546df1187,481.626
940,8c8cd6bda53fdd340de2c63fb5d4efc54a7922de,447.076
941,f6554ffa8707a96d87ac0a3dc3380505dbe25dea,531.89
942,be93a3a5cc2fb1ddb9d47ad74f85331b75348778,413.465
943,689b58e47a677df619a3ff52d548b7248d7659ae,481.626
944,0a80c4d2e908eaa854b6c500ea28ae09e491a823,481.626
945,b0d03f4d46aa50849796dd95473755112c1fe26b,415.775
946,02f3fc0644c3a974b1ec0dcf6687f78d5a000d58,436.324
947,fd4666997792a70aa3116ea109dd8b756f5b2135,481.626
948,a54ddb5376fdacf5cd1f0d1add5ded62330342b6,481.914
949,28f15b94a9475a6ee13da565eca0c6afd162c4b8,446.519
950,1bceec9f2b9439b2ba4733e3527da7d5063df496,428.394
951,2dfad9a8c00252be6dee24e3377e0ae4e57f2d06,481.626
952,9b48a44fbc521e33f99bcecdcc96ffc598e6e632,427.545
953,9f857ceeebe43dddaaf84f944c3c94a664ff2bda,530.506
954,630b1e2b3adcf90f1c930cad9e871b174cf12c1a,481.626
955,fc0624bcc7e605b2d20a3a16857675498491654e,462.097
956,5f0ab4a373e3558a29da52aff2b1d4cf7fde4404,481.626
957,6860ba98c2c65893de299e4755087d5d6b6a6033,491.812
958,70130a38cbf5e620b6ab5122bd69566791902b7e,481.626
959,930383c9037251c38e40ad9843534cd98c91a0e7,481.626
960,4f2370175e8559143c43b30788b65260884ea2f9,494.699
961,b82ad5b2113a68659252db9051093cc05087a38b,481.626
962,837c933e6e8b380e440024abe3eb4ce9a7ad6315,477.889
963,478cf2c66a99d0106080fd93fff65c9a56b04453,481.626
964,2211d854bb3e5dc2d5fc07f73066e41d3a5693dc,465.2
965,1ebb9d6032291ece52576d2d08192d9b2b99f454,639.251
966,d958d954eecd475a0531335ec908bdaba301921e,459.272
967,14bd9da1a22b6ce55c9ffbc04f9f6bc40333d4d1,431.234
968,ec522885b9a426515641c1c67a5528e18f14bf5a,481.626
969,69c2149031d76ac0451f02e2c9d0de205806a07a,481.626
970,3834a3cc23a38eccc9189e8bee7ee358b75fd635,416.446
971,d5b79ab72ba5a5aa8bf3d9fe16bae73e39b9dde5,502.333
972,ef49c026fc5471e8c1b56e3fb2419b946a33c76d,424.159
973,9374367408d6d3a00bd23fafb447f0fe9800b278,514.575
974,f2cbaa558fdbbf3d649ae65ef94a9d04b37fa58a,481.626
975,c8cf85985775108a962f206bbc07f9b96edf577d,446.682
976,fd2be6be460aeba8ad01303ec1c734b3ce6f9e68,481.626
977,22c4abf2162ac430458742f60e265835362dc7d3,481.626
978,e4220a05813204f233d232a847cf24d60fc460c0,532.64
979,bc94527b84d81f7092c3694e357b02eccad91f1d,481.626
980,66a58d3b1020e10bb366884a26853f1d267bf42a,425.747
981,83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,443.709
982,d084e1c3d7146dbef3c6481a96359948bf91d7db,462.024
983,9888d8f325173fc4f4bac14903ac7b770478e1a4,481.626
984,da3e65bf356c83ae8b3d572a791a96b8dfdaae63,547.905
985,261b29785844821814715b52511dbe7bc6905168,527.626
986,cf9a14508e8ca7b8b1d655e3d9dac3c7f6cddc94,481.626
987,f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,431.617
988,8883c8649e0df6462c6f4a06ea6e9595149bf6ac,476.441
989,cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,519.035
990,2aee59a8709e9bbf7de39903fe1172fd948e44c1,549.06
991,cf71722a9c4e583c4931ebc390cfe917e63e80c1,460.617
992,77b20dfbf4075cf839105980792b7298380acabb,481.626
993,ec3d4ba8f80c75414b4e87994cf0058ae2b1fce3,481.626
994,39905ee60f2cfbd2c06e6af96595c470ccf74d3e,395.166
995,0c7978c01fb8fcf7c0d48935c0d66410d8ee2c2f,481.626
996,0e326387495f24745d2bc6110ac18f3580e56290,567.804
997,f94f945618e9047bdde48cc06cc7a6e0af719a37,399.522
998,0dcb5c89c0eb43936e7f1366f1dc76fec085d040,441.288
999,3d4c1727853053cb5eb4d407b22396e314509d86,481.626
1000,580063acdd223dad07639900466c199c7ec6de6f,481.025
1001,265f10f7456631dec2915feb97ca6b706d8afb34,418.596
1002,f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,547.921
1003,5085085c3fb8ffdb2c6c30fb66fa17f56f0d95d4,481.626
1004,c60905dd75c5c4ea022000a0d832d19e7b1de7d9,491.756
1005,6d599c950879cc9667cc49f0bc52ba4868387962,481.626
1006,7ff56884aabc69f1d8b14577a6407ac705d35620,411.634
1007,68199e9559d14e9d3619b1d9d5c2ec12aaba571d,534.122
1008,f77f4a3f4a4174bd6d5f0127b09b3a9436afbc99,481.626
1009,421ae8bdf8fcfbd12912424dc6b99843ff81f50e,481.626
1010,3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,471.083
1011,424bdb568028c00e963fc710f7a31107978feb84,440.908
1012,9fc249e4d6dece656c8796d34208d45dc535c3a7,517.184
1013,827c808e5a3d17b81cd7cb9434f92b276416a39e,464.061
1014,3b14b7a79a33800100b57153088a4658c2979c57,454.331
1015,5916e2530308e5ce4602179367a5372a5f5135e2,439.925
1016,a5880689fa0d7e2b80596a17c3f6a9e85439d398,521.964
1017,c8cf5c4159c454809b801ea438db3974e8242c7b,525.181
1018,77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,617.754
1019,19b8b06263c22bc148bd3e79ced71751b0462f67,481.626
1020,68043cf6df7116c4fbe9e8c461155a79d1149997,530.619
1021,ffbf2b9497516c22da904a5736fef527ba8b868f,431.798
1022,5001def5a54c7352a7f5efe6ca553cddeca44e73,512.226
1023,3c0db6da5f1639ebd267f63eaf86ac8569a8527f,625.462
1024,c69d18e6e6b386e2e1592648d9e2366de5f64c06,481.626
1025,c57a918711e5f9909c06865804a1cc13ccb38936,496.975
1026,d43c8bc37d22f63102d62317b61cbcdb1331054c,579.117
1027,373440621611720645f51dbbada979c89bb14cd9,492.22
1028,6cb9ea06bba586157fee26eb9d3642894fd55b43,466.782
1029,b6ec42121f5e7659aa01f3ebe1d18e02b74b3a7a,481.626
1030,84db81d48417a1f9bef9a5b72a0eb395b5a9846e,513.869
1031,36f872f6120d768d0659a8dc67903c0ebf85f7e1,426.309
1032,6eac66cd9ec970d8887a7df2ed69c132b8049521,481.626
1033,194268c39d944ac4b3930c2c0bd8342c15773ad0,481.626
1034,32ecd1831c2972d2e350967d4c96614030d9c2e6,431.181
1035,d6ee1053b27c4c184f9f5dc8c804c99f204a32dc,481.626
1036,9f9fc9c670143177022b7ea79292186768fb3849,436.334
1037,fe8333dd7a48c2c6da19394b93e6413b2d969588,653.233
1038,993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,524.883
1039,e7155d360d9614f96d8f28af8cebee412228e753,492.143
1040,8bc5a02113c1d872fd3d7c745df40e622400e51a,609.54
1041,2900ff93d1f83e953e0b7abdfa3fb081366c967c,481.626
1042,e3674c21fa2357713f79e3e228580d7a772c62ca,534.797
1043,7c8d53c9ecdb67403aa3a048a3d91f076934b160,481.626
1044,406d38e4421757935a3e7898f767a98c306e4015,481.626
1045,9aa4a411cd914b73b9d2843d50f7796dad1c0969,457.2
1046,061ec45bddd19204b4ed9e1cc794b116aaffcd97,586.498
1047,a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,492.424
1048,0cae68bb07813f6be4f476c21d699c697cb479d9,481.626
1049,1ab6ff506119fe0fb2b17147c7019e7419a4be14,474.346
1050,83400bcebb04d1605ad7d37568b1bf4bde04b494,439.797
1051,54899865c8bed8eb4d54c8d4c8ae09a30864290c,636.907
1052,63e7e834e16f11029f62736780b3a101cac5e5f8,564.661
1053,dc7a06efb8feb5e397b1d57d5478e2965322e80e,470.282
1054,625786c698ec763a4dbba2978876dacf605d42c8,481.626
1055,8ba8d9f7e4d980b58556226d906e2236659cda4f,404.808
1056,db1b380fa7e57e26a6aaf292a1ce10cd88be4d5c,481.626
1057,ef52f1830fe4acb0d7ce223353a239b3fac81925,451.538
1058,873ca0475258c0454ff969ff7f8b779c30729f48,472.206
1059,43d7bd465f67853f09b8ea211afa8cba29d6452a,390.519
1060,0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,431.513
1061,691a5440a2e6406b5444e5322ca44e06ccb3ddf6,532.812
1062,49a9e7f2baa21147daed25a03be27ef0d785cdaf,427.86
1063,f9f2a8ef22a9ca0df9043d97f8091821346f7efa,550.54
1064,2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,558.987
1065,97854c6bc17f30f476dc404dc3e74bda38afb8ba,481.626
1066,c57e5c73a18d895c0d10f18f4ca74d5073c16698,541.607
1067,2ed840bcb61092680e034399b5b638d6492e146e,481.626
1068,20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,453.873
1069,1a4a30ccca625947b0d2a60f25702e8066320f5c,481.626
1070,291eda98ff5f826d1adeec3ce1efc385ece76e7c,439.321
1071,a976f1e8f9ba929071999ca384edb2f2bd0e0026,446.934
1072,fe944ad10aedde4f5e27c0db435fd4bd65a12dc3,481.626
1073,601eb56c4870e7f3ce567bef879997434fab6978,446.417
1074,195b20dc6c758d0fb1709ceeb16fff1be40ba63c,487.248
1075,8d2007f35400585b1a23535658a56e3f56deae16,599.513
1076,504fb778c3000f0f74c49d28a157ef535df7b26e,511.295
1077,41486a1936312d298dd64860a5d146bbe6e1f6ad,441.36
1078,9b451f12c10f88c290d1c4f6e84bf4d12094e8d1,481.626
1079,eaf79174460e09e7653d588de06f97e1bbd42138,507.73
1080,cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,402.513
1081,2181b6cd1a507e4be28b56bc22a49fc0c508891f,460.396
1082,5cf539ec5fbefdd7e36c73555623aef55261b30a,609.985
1083,cfcaab878786f9216a4d8433f2a46bad9276aee4,461.848
1084,1b24de7ad1184ad4a97f373e876b96eea61c6b17,520.55
1085,c261830482fb017b2cca67da0781f4b8b8d83187,481.626
1086,62add403579d50fbee420593bd16447b10679b89,506.591
1087,d8e056958f364d9b9abc8cd7d7e464341655e324,481.626
1088,e00b16108ae0577000f16ced5a92205b35879b17,437.23
1089,578b34d9c52218727f025eeeb7e9ece099e7962e,481.626
1090,91011d06f4c11199a3ae872aacadadd7d5d75f1c,481.626
1091,139838127162e6aa92bebbc5651e0472286a0619,481.626
1092,3c4914af467ac58e125a45a078ab6cd43e13b655,471.049
1093,2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,448.382
1094,df7d7db821755b6e9a024a3cebe06b8155d9c708,458.814
1095,8134453bc66345ba09033fc2118df694fa6a5299,486.735
1096,6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,457.082
1097,b04d55df23021bca201b74ffe2e63ea7f2449877,482.083
1098,3f318550fb1494cc6160d1e031ae29ac2fc065aa,492.924
1099,ef77de8ef635260390a3261262869ca5c6135f59,481.626
1100,2dd2c7b4d6c1a00daa2ec9d46085f48d3597d8e2,481.626
1101,c7cc0461b2c741ae81ee815a975dc6b9e514875c,485.028
1102,73274817307e9baf478abdd2e6e73bab0ab26ecc,481.626
1103,af6c4e9ec5b12de767977306416bd0d9447d310d,430.433
1104,7b309e8114f95274ac95aad6697df953fce1d861,426.87
1105,354a476d6cc00db02bbe4bacbebe0298c14b9926,481.626
1106,1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,439.948
1107,adcb305091a3f8b4a9771362caaae7d2b39465c2,482.618
1108,3b08ec5615162eeef39ddf97c305601f8d6be53c,618.781
1109,dd8bf6ed8a7291b0bac35478a7d4812939478898,525.092
1110,298c9c61c87385c00c8eaa4192d153a8d059e411,479.874
1111,df79eec536e5028c8774e72b5ed0ea72ee8f63b5,481.626
1112,64449fe7c928f02f796c5b0d527c681b537f7859,436.647
1113,bfaa66d24544cca4105e4364d9228bb8dc61c14a,481.626
1114,62d6fdccdcae41351a63bcd346eb65178c0481f1,346.394
1115,5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,576.048
1116,f0d08da594cee151c351acda8e05cedb7aa8f2e6,556.085
1117,cd2030092aacaa9580845fc92189ad3bc1a88129,416.43
1118,1372e1ae0bd729de3f59baae76f62b02b73b21ac,481.525
1119,3a74629fd3af085f644ada2fd31359de263dc95d,459.637
1120,c5c4d066740c70017879a186e3df0b148edb1785,431.144
1121,93622845055ef268067ee6964763aff9683e8360,445.162
1122,5201a5f9e394334dc5fd4a496f8f50e6208d19e7,406.178
1123,7e760b93b2a189673c81aff7015aca45b4f50f3e,438.28
1124,eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,481.626
1125,e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,442.987
1126,04013eb3b9f5e047e3c384cbc124d6be434890c1,424.329
1127,da0d4b43fd0c5896ab67944d72aa269aa842668e,590.589
1128,27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,454.72
1129,bf751d79db8096cf876ac75002003bf2a7da2035,437.333
1130,6e85f5878fde0da41bcbdeb1050e561c334bc31f,481.626
1131,726af52ecc5309864376cfbb79843e4d9bc67eb0,525.047
1132,cdad5bfc0354572880fa799d9a0af784137de4a0,481.626
1133,ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,504.986
1134,9cb5797ed8f7ede425ba307f769774b42460774c,460.177
1135,ac75c3f733f769455017ffdcf9b4ef75af3f853b,424.933
1136,8c408798149631973f52a14f363b604349f3425d,608.121
1137,b2994317d9802cb04c018f57f863aaa6fae7a2b7,481.626
1138,0f1c44bdb576aa13a22627c4415521e2a68398e9,481.626
1139,b04c28955fd0f07bf69fc01d69aed8d166814b31,425.957
1140,8526e4bbbef79ed45f772a3cf3f872feca4b2c78,453.994
1141,fa2603e1077c05493a48a74c6365a8d938b9bb58,442.017
1142,0432abb93e94758393c78d674c53761c8e7547b2,429.256
1143,49b0b691c0182295bc83ac4cc9d50a64a5848c0d,535.392
1144,40e4c903604e672a031abf55a0e9d0be2499e19d,531.324
1145,954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,574.441
1146,ae275ec587fa99cbc535a14b099e9a53418ad6f5,596.967
1147,a40bcb038126e8fcc18613587d349c451b17495e,622.117
1148,9b19bbaedd6ecaef988bef930c5793119b19dc00,434.896
1149,62d3a19afc54c1410e6e771ea29b909f8796cdcc,481.626
1150,d20057efa140f475a2ab2abe27411b82e8da0e5e,481.626
1151,96e1a9ae54f3094c2837def24b35651fd65b7683,481.626
1152,3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,417.174
1153,6be58e40bbd01a8ac4d505fbd0365dd83af28e95,493.355
1154,f97828327a4314a4678a907d32d289e43235a80f,481.626
1155,46ef075a91ce3096159d24ef137e502955a2e92a,447.1
1156,525cdb6a9a5f67818cf00847195ba88f8fe91978,481.626
1157,0fd2ebb2cba41467a2f1f064879e27c14671db11,470.27
1158,1a4a64788e42e62aebaf976e118e4312f271be20,547.684
1159,53c0a7d0d86fd533212fc581cf32c5cccadc294a,481.626
1160,176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,491.972
1161,fb888df8e882e6c0d8422fbd16748fe087fba56a,481.626
1162,6c508375be3ebcb0b6c52551760aebf3b08eeb9a,417.944
1163,268cf78cf0732bf2305b70f7e0d213f9d4426fb9,481.626
1164,d920d310fa85f5d607cddd3f366d1fb4901372da,466.105
1165,362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,490.25
1166,15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,481.626
1167,ba01e15e5a2f24d0dd9b724618655a329ad61213,478.654
1168,dbeac2f05498472ec708163898309999efef03f2,389.069
1169,31782322f561ad5f596f6ae148c8204fad23705f,481.626
1170,bfd9561d59f723b856dbcc1ce674e11bba238a99,481.626
1171,f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,546.312
1172,8b8e4fa6082f26f5676d2a45314fc89dcdad7076,473.048
1173,825b9a5eb0d8725082051b41e082aed01dc9be7e,381.626
1174,67d77c90ad21e26bfc94677547f6910b01dc1d32,412.287
1175,5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,481.626
1176,74271d115ce6ed32aa2aa834385200a606c62bce,369.557
1177,6efd349903f7b391b6f920cc76de7b507258a8c9,401.568
1178,e85ffa10d21d03b9b4e925b5808dde341be4a62e,481.626
1179,c0934de7b64b1ea909ce77c97580606e18936874,601.819
1180,f81906feca10f1eeb5153e9f662a06040dc795c9,565.746
1181,18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,429.795
1182,2ad02e38865830766bb87531dcb154852364eb39,510.106
1183,e2a2e25e4621145f30dd816bb0524080d0d0fe6e,481.626
1184,f986cc713f62755c8e4e47a388f9775fe2f46b40,445.72
1185,143481c553f2f07d71a7b02d4364cf716eb213c3,517.316
1186,7c2c0ca131808098924fa3305efe67029c95e527,517.77
1187,862074b9b6dcb5e90476279725b9d0aa991f1e86,378.375
1188,a5873b09206a34e65ff84c5d12d27998701220b4,461.339
1189,cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,452.904
1190,cd532929efcd6be773ba62fc83c631a77eb24e94,617.036
1191,64a70bc39c408304ecb8e572765315a3896ff833,484.869
1192,5573caf7f47589820461e64565f85c11bf9f122b,446.578
1193,3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,586.223
1194,e7f989fad23aa525007003e7d1382ae56c9947f5,450.956
1195,44b8f6f734d554fec0da2e60da8d27868798c802,489.856
1196,ae0ce3518210a23804d30a83c92f5c2da6fe1382,481.626
1197,34d6082a74330b3f5bc565fc573674afaa03f661,687.557
1198,d25c087f96c3997d6328b953d4a710d27ef5838a,463.726
1199,0e916480daf872f3cfd63c9decda513616804b6a,481.626
1200,0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,481.626
1201,1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,485.697
1202,e447d3f2d58677fd267d7a03f501ef642a1d4e06,401.564
1203,fbe1950b1a096572f21ea11345473fefcba6c84c,451.317
1204,e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,481.626
1205,c2254381cb8e8019e54099ee35eeb5fe7216f9a0,459.346
1206,e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,481.626
1207,48bb95f95bf1597bd67366fb50610ada3df98863,452.313
1208,51ae593280f360e68b5400abcbb0d37f1ecade71,675.861
1209,beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,481.626
1210,d306f972ccb66cdd4b336af47af14e1bf8240cec,481.626
1211,8a1a696322f3f7e0861982fbca06cdbb039832d9,481.626
1212,6058199e6bda1e0af51a1186b65ff76d4fe4035c,541.048
1213,9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,447.086
1214,31a4df5d818242efa0d50309c9bd5e503d3811fe,430.094
1215,89c71043264315c4e0eea0f8775363a12dc82061,412.925
1216,81d76646552b14b85adb5d258e5a135fd7ddb86a,473.316
1217,33de6b4f2bd10a91eb624b8d76424b8264d29a8d,481.626
1218,b63eff83ebc02e1bc7a73477edda3b76a05571b6,481.626
1219,c4a3b96cff4393b06246604527f1a558ad8b66b3,563.454
1220,dc284de80ad0db4a78bee253f995f0920e340cfa,481.626
1221,45eab0d008b4971810ca4b2d7b735916d9991a9a,640.562
1222,982fd0566d5924b506fe1477fda3513984c4c702,532.811
1223,071406b9fa1692facfb35f7a9ce5106eae4ef6d1,518.033
1224,4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,423.87
1225,dd6b231790b9a80f5d1d6ee8aa5796249f008d50,481.626
1226,8cadd025151167286941b7d4f113e0335e046bbb,569.507
1227,412696b14eed4da0a81260862fbe1855d8fc75a1,481.626
1228,6629196865947bb489338e3fa1c9f0e56614ee72,519.252
1229,b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,361.492
1230,bff7d200b32aa005540af908fb325a46ca9bb742,411.72
1231,22a2734a900eec40dd32ef379894cfafe40c63c6,481.626
1232,edfe4f7961749b29d0bcb06933f1a8710846e116,420.16
1233,5d42040f9935aff1dabc32c4f5a578148138e1af,398.345
1234,bd01964e27b0e530ca458b382b07493aeb48a2ef,447.709
1235,6588cdc7aef843b1775104bc38017bb3f808c7bc,443.843
1236,8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,591.166
1237,1d705b7b461dfd626645d5df319ab733c1c1ca73,468.131
1238,106b58912414f794e754883865bf6e4cf68adfbc,458.935
1239,308f5a51e95317261a7d66fa83feaf3504542cbe,447.742
1240,973c923e39db780e329a64c6049dc85d9be17978,406.267
1241,19dd82f8d74cf3f076d24e9985dae14d95a9318a,485.787
1242,0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,450.398
1243,7f9879b40a268318e2a969e73156aa9df7a48c13,537.416
1244,3060b85e8d3e20b11f4391e64c6f916cede388c5,481.626
1245,866d7784ed1380003929da44f965aef9339702f9,565.096
1246,1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,491.275
1247,032ef02de121b7ab5f2ee4ffab719f464050f862,481.626
1248,68040110ffe6ecacbbff5e21086c8c416132a22c,481.626
1249,f66562b958e6349449b87fea0a01fab214f6ec8b,368.403
1250,beefc7a89a2d9882e5983d80e356f8b7c23994f7,517.332
1251,82d7709a8445664e93038482fbfee478e8a40273,496.699
1252,e3929d32c498f8e45ae326017cf7c60308880d94,598.687
1253,9da35674034a0a1373298436fdfb2f1d840a6da2,449.473
1254,6d980e58439452168c46e569c5671e7820d0800b,481.626
1255,0c48aad5141a6d61b2669d5c06360ecb9e8cba72,418.112
1256,2f8e05c2d702db25093589b14295ab88abf009e0,481.626
1257,407861b22074fd4b864404e8ef0942947c9ec7d7,481.626
1258,d426e04457c4fc8b4068a7da6805a7ab8e07224d,443.766
1259,70aa6679bdb9627324f6626534a7709cdcbdb0f8,481.626
1260,f5c04dc290d6706af8214800e25be19129dc9f7b,435.078
1261,cd20ace0b8fb57cecb028764042f1c7851d39507,413.911
1262,eb5f0ef501357740c2ac626bf1ce233475aa47af,454.657
1263,0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,481.626
1264,383f9cdf1c3d46a2cd312345792cf74f15e4b746,550.857
1265,c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,481.626
1266,fe23ba819708fa369addcf9e6dcc7657cab3a96a,454.191
1267,ff9b660a4b5cec9244456ee346b17eaa0e891c5c,619.967
